dataset_name,model_name,accuracy_test,mean_confidence_test,test_set_selected_length,test_set_selected_idx_ranges,test_set_selected_idx_hash,accuracy_test_selected,mean_confidence_test_selected
MNIST,cnn1,0.9943,0.99388576,100,0-99:1,1d1b8600b557057832addb709c4103ae8c682286,1.0,0.999992
